City,Client name,Country,Customer Segment,Date of Sale,Packaging,Priority,Product Category,Product Sub-Category,Product's name,Region,Row ID,Send date,Shipping Method,State,Zip code,Discount,Margin,Profit,Quantity,Sale Value,Shipping cost,Unit price
Vitória,Rick Reed,Brasil,Consumer,1/12/2016,Jumbo Drum,Critical,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Sudeste,6122,1/15/2009 0:00,Road Transport,Espírito Santo,20877,0.03,0.61,4276.73,45,15963.09,30,350.98
Vitória,Rick Reed,Brasil,Consumer,1/12/2016,Wrap Bag,Critical,Office Supplies,Pens and art supplies,Prang Dustless Chalk Sticks,Sudeste,6123,1/14/2009 0:00,Normal Air,Espírito Santo,20877,0.04,0.35,2.72,33,58.48,1,1.68
Recife,Brian Stugart,Brasil,Corporate,1/13/2016,Jumbo Drum,Low,Technology,Office machines,Panasonic KX-P1150 Dot Matrix Printer,Nordeste,1894,1/18/2009 0:00,Road Transport,Pernambuco,95336,0.03,0.56,-377.9019,3,445.34,17.85,145.45
Recife,Brian Stugart,Brasil,Corporate,1/13/2016,Small Box,Low,Office Supplies,Paper,Xerox 1910,Nordeste,1895,1/13/2009 0:00,Normal Air,Pernambuco,95336,0.02,0.37,267.67,13,660.99,5.09,48.04
Ibaiti,Mike Gockenbach,Brasil,Consumer,1/13/2016,Small Box,Low,Office Supplies,Paper,Xerox 1903,Sul,3582,1/15/2009 0:00,Normal Air,ParanÃ¡,33024,0.07,0.36,-111.34,50,297.76,5.79,5.98
Vitória,Michelle Huthwaite,Brasil,Home Office,1/13/2016,Small Box,Critical,Furniture,Office Furniture,EldonÂ® Wave Desk Accessories,Sudeste,7241,1/13/2009 0:00,Normal Air,Espírito Santo,20740,0.06,0.43,-66.58,17,39.23,5.33,2.08
Recife,Jennifer Patt,Brasil,Home Office,1/14/2016,Jumbo Drum,Critical,Technology,Office machines,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Nordeste,1144,1/16/2009 0:00,Road Transport,Pernambuco,93905,0.08,0.4,-220.0491,21,2364.29,56.14,115.99
Recife,Jennifer Patt,Brasil,Home Office,1/14/2016,Wrap Bag,Critical,Office Supplies,Pens and art supplies,Newell 336,Nordeste,1145,1/17/2009 0:00,Normal Air,Pernambuco,93905,0.08,0.56,13.92,27,112.57,0.94,4.28
Porto Alegre,Toby Swindell,Brasil,Small Business,1/14/2016,Jumbo Drum,Not Specified,Office Supplies,Home appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Sul,4291,1/14/2009 0:00,Road Transport,Rio Grande do Sul,38138,0.1,0.58,-368.02,14,2690.84,68.02,208.16
Porto Alegre,Toby Swindell,Brasil,Small Business,1/14/2016,Small Box,Not Specified,Office Supplies,Envelopes,TyvekÂ® Side-Opening Peel & SeelÂ® Expanding Envelopes,Sul,4292,1/15/2009 0:00,Normal Air,Rio Grande do Sul,37075,0.07,0.4,103.13,8,733.55,19.99,90.48
Porto Alegre,Toby Swindell,Brasil,Small Business,1/14/2016,Small Pack,Not Specified,Furniture,Office Furniture,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",Sul,4293,1/16/2009 0:00,Fast Air,Rio Grande do Sul,37075,0.01,0.45,23,3,38.71,7.29,9.48
Porto Alegre,Toby Swindell,Brasil,Small Business,1/14/2016,Wrap Bag,Not Specified,Office Supplies,Pens and art supplies,Newell 336,Sul,4294,1/15/2009 0:00,Normal Air,Rio Grande do Sul,37075,0.02,0.56,7.32,14,62.6,0.94,4.28
SÃ£o Paulo,Clytie Kelty,Brasil,Small Business,1/14/2016,Small Box,Critical,Office Supplies,Home appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Sudeste,4875,1/16/2009 0:00,Normal Air,SÃ£o Paulo,18103,0.08,0.58,-168.75,27,217.68,9.23,7.77
SÃ£o Paulo,Clytie Kelty,Brasil,Small Business,1/14/2016,Jumbo Drum,Critical,Technology,Office machines,Okidata ML184 Turbo Dot Matrix Printers,Sudeste,4876,1/14/2009 0:00,Road Transport,SÃ£o Paulo,18103,0.02,0.56,1425.11,23,7202.94,26.53,306.14
SÃ£o Paulo,Clytie Kelty,Brasil,Small Business,1/14/2016,Small Box,Critical,Office Supplies,Paper,Xerox 1939,Sudeste,4877,1/16/2009 0:00,Fast Air,SÃ£o Paulo,18103,0.1,0.37,-7.39,13,245.82,9.54,18.97
Aracaju,Tamara Manning,Brasil,Corporate,1/14/2016,Large Box,Average,Furniture,Office Furniture,Telescoping Adjustable Floor Lamp,Nordeste,6200,1/14/2009 0:00,Normal Air,Sergipe,83854,0.06,0.6,-53.89,29,577.89,11.17,19.99
Aracaju,Tamara Manning,Brasil,Corporate,1/14/2016,Jumbo Drum,Average,Technology,Office machines,Panasonic KX-P1131 Dot Matrix Printer,Nordeste,6201,1/15/2009 0:00,Road Transport,Sergipe,83854,0,0.58,2685.19,36,9920.85,17.86,264.98
Aracaju,Tamara Manning,Brasil,Corporate,1/14/2016,Jumbo Drum,Average,Furniture,Chairs,Hon 4070 Series Pagodaâ„¢ Round Back Stacking Chairs,Nordeste,6202,1/16/2009 0:00,Road Transport,Sergipe,83440,0.06,0.57,1278.45,23,7484.31,58.95,320.98
Brasilia,Skye Norling,Brasil,Home Office,1/15/2016,Small Box,Low,Office Supplies,Paper,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Norte,950,1/20/2009 0:00,Normal Air,Tocantins,60130,0.01,0.36,-61.21,41,217,4.75,4.98
Brasilia,Skye Norling,Brasil,Home Office,1/15/2016,Wrap Bag,Low,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",Norte,951,1/20/2009 0:00,Normal Air,Tocantins,60130,0.04,0.39,119.09,47,296.13,1.02,6.35
Porto Alegre,Jennifer Jackson,Brasil,Home Office,1/15/2016,Small Box,High,Furniture,Office Furniture,"6"" Cubicle Wall Clock, Black",Sul,1769,1/16/2009 0:00,Fast Air,Rio Grande do Sul,39401,0.08,0.49,-80.86,25,201.06,7.96,8.09
Porto Alegre,Amy Hunt,Brasil,Consumer,1/15/2016,Wrap Bag,Critical,Office Supplies,Pens and art supplies,Newell 335,Sul,3103,1/16/2009 0:00,Normal Air,Rio Grande do Sul,37918,0.09,0.56,-1.82,9,24.76,0.7,2.88
AnÃ¡polis,Giulietta Weimer,Brasil,Corporate,1/15/2016,Small Box,Not Specified,Office Supplies,Covers and Acessories,Avery Printable Repositionable Plastic Tabs,Centro-Oeste,5297,1/15/2009 0:00,Normal Air,GoiÃ¡s,49017,0,0.38,-26.7835,48,447.89,6.19,8.6
RibeirÃ£o Pires,Amy Cox,Brasil,Small Business,1/15/2016,Wrap Bag,Average,Office Supplies,Paper,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",Sudeste,6849,1/17/2009 0:00,Normal Air,SÃ£o Paulo,15122,0.06,0.38,3.27,7,51.27,2.17,7.04
Vitória,Sanjit Jacobs,Brasil,Consumer,1/16/2016,Medium Box,Critical,Furniture,Office Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Sudeste,345,1/18/2009 0:00,Normal Air,Espírito Santo,20707,0.02,0.69,-85.76,6,679.6,13.99,110.98
Vitória,Sanjit Jacobs,Brasil,Consumer,1/16/2016,Wrap Bag,Critical,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Sudeste,346,1/18/2009 0:00,Normal Air,Espírito Santo,20707,0.01,0.4,59.18,30,257.42,2.87,8.01
Porto Alegre,Christina Anderson,Brasil,Corporate,1/16/2016,Small Pack,Low,Furniture,Office Furniture,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Sul,3086,1/20/2009 0:00,Normal Air,Rio Grande do Sul,37130,0.04,0.44,175.07,37,832.14,8.99,22.72
SÃ£o Paulo,Xylona Price,Brasil,Corporate,1/16/2016,Wrap Bag,Low,Office Supplies,Pens and art supplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Sudeste,4341,1/16/2009 0:00,Fast Air,SÃ£o Paulo,44512,0.04,0.57,-17.75,20,62.78,2.03,2.98
SÃ£o Paulo,Xylona Price,Brasil,Corporate,1/16/2016,Small Box,Low,Technology,Telephones and Communication,M70,Sudeste,4342,1/21/2009 0:00,Normal Air,SÃ£o Paulo,44512,0.01,0.59,561.132,25,2836.0505,8.99,125.99
GoiÃ¢nia,Sylvia Foulston,Brasil,Corporate,1/16/2016,Small Box,Average,Office Supplies,Covers and Acessories,Fellowes Black Plastic Comb Bindings,Centro-Oeste,4459,1/17/2009 0:00,Normal Air,GoiÃ¡s,60540,0.1,0.39,-282.6125,46,249.02,8.49,5.81
GoiÃ¢nia,Sylvia Foulston,Brasil,Corporate,1/16/2016,Wrap Bag,Average,Office Supplies,Elastic bands,Assorted Color Push Pins,Centro-Oeste,4460,1/17/2009 0:00,Normal Air,GoiÃ¡s,60540,0.03,0.52,5.53,41,78.49,0.75,1.81
SÃ£o Paulo,Jason Klamczynski,Brasil,Small Business,1/16/2016,Wrap Bag,Critical,Office Supplies,Elastic bands,Stockwell Push Pins,Sudeste,5533,1/18/2009 0:00,Normal Air,SÃ£o Paulo,11598,0.09,0.52,3.23,36,76.48,0.78,2.18
SÃ£o Paulo,Jason Klamczynski,Brasil,Small Business,1/16/2016,Jumbo Box,Critical,Furniture,Tables,"Bevis Round Conference Table Top, X-Base",Sudeste,5534,1/18/2009 0:00,Road Transport,SÃ£o Paulo,11598,0.05,0.76,-433.290143,2,373.27,29.21,179.29
MaringÃ¡,Joe Elijah,Brasil,Home Office,1/16/2016,Small Box,Average,Office Supplies,Storage and Organization,"Fellowes Personal Hanging Folder Files, Navy",Sul,6941,1/17/2009 0:00,Normal Air,ParanÃ¡,71901,0,0.57,16.46,35,503.75,5.5,13.43
Rio de Janeiro,Benjamin Venier,Brasil,Small Business,1/17/2016,Jumbo Drum,Average,Office Supplies,Home appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Sudeste,278,1/19/2009 0:00,Road Transport,Rio de Janeiro,2910,0.05,0.57,541.47,24,7871.91,91.05,328.14
Curitiba,Katherine Ducich,Brasil,Corporate,1/17/2016,Small Box,Average,Office Supplies,Envelopes,TyvekÂ® Side-Opening Peel & SeelÂ® Expanding Envelopes,Sul,1415,1/19/2009 0:00,Normal Air,ParanÃ¡,33403,0.03,0.4,-50.43,3,299.08,19.99,90.48
Curitiba,Katherine Ducich,Brasil,Corporate,1/17/2016,Small Box,Average,Office Supplies,Paper,Xerox 1991,Sul,1416,1/17/2009 0:00,Normal Air,ParanÃ¡,33403,0.06,0.39,76.43,26,566.39,8.18,22.84
Brasilia,Carlos Soltero,Brasil,Small Business,1/17/2016,Small Box,Critical,Office Supplies,Hang tags,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Norte,1781,1/17/2009 0:00,Normal Air,Tocantins,60130,0.08,0.39,-193.44,40,1143.49,19.99,30.53
Brasilia,Carlos Soltero,Brasil,Small Business,1/17/2016,Wrap Bag,Critical,Office Supplies,Pens and art supplies,Newell 323,Norte,1782,1/19/2009 0:00,Normal Air,Tocantins,60130,0.01,0.59,-43.1,46,78.08,1.57,1.68
Curitiba,John Lee,Brasil,Corporate,1/17/2016,Small Pack,Average,Technology,Peripherals,Maxell DVD-RAM Discs,Sul,2619,1/19/2009 0:00,Normal Air,ParanÃ¡,35473,0.06,0.42,168.54,33,528.54,1.99,16.48
Porto Alegre,Randy Ferguson,Brasil,Home Office,1/17/2016,Small Pack,Not Specified,Office Supplies,Pens and art supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Sul,4612,1/18/2009 0:00,Normal Air,Rio Grande do Sul,37042,0.05,0.55,200.53,39,1101.28,6.17,28.15
Arroio do Meio,Joel Eaton,Brasil,Home Office,1/17/2016,Small Box,Average,Office Supplies,Home appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Sul,6158,1/20/2009 0:00,Normal Air,Rio Grande do Sul,39301,0.05,0.43,-89.35,13,196.22,13.32,14.81
Arroio do Meio,Joel Eaton,Brasil,Home Office,1/17/2016,Wrap Bag,Average,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",Sul,6159,1/19/2009 0:00,Fast Air,Rio Grande do Sul,39301,0.05,0.36,-0.13,11,49.76,2.26,4.2
Barros Cassal,Paul Prost,Brasil,Corporate,1/17/2016,Small Box,Average,Office Supplies,Envelopes,Security-Tint Envelopes,Sul,6585,1/19/2009 0:00,Normal Air,Rio Grande do Sul,38134,0.1,0.36,40.3,18,130.11,1.39,7.64
Barros Cassal,Paul Prost,Brasil,Corporate,1/17/2016,Small Box,Average,Technology,Telephones and Communication,6162,Sul,6586,1/19/2009 0:00,Normal Air,Rio Grande do Sul,38134,0,0.59,-509.938,3,337.3395,2.5,125.99
Goianésia,Paul Prost,Brasil,Corporate,1/17/2016,Wrap Bag,Average,Office Supplies,Pens and art supplies,Newell 309,Centro-Oeste,6587,1/18/2009 0:00,Normal Air,GoiÃ¡s,57103,0.1,0.55,39.52,25,280.43,2.36,11.55
Curitiba,Natalie Webber,Brasil,Corporate,1/18/2016,Small Box,High,Office Supplies,Covers and Acessories,Avery Arch Ring Binders,Sul,3084,1/18/2009 0:00,Normal Air,ParanÃ¡,33142,0.05,0.38,1315.749,50,2842.54,1.49,58.1
Brasilia,Erica Bern,Brasil,Corporate,1/18/2016,Small Box,Not Specified,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Centro-Oeste,6772,1/21/2009 0:00,Normal Air,Mato Grosso do Sul,46530,0.1,0.4,279.74,47,672.46,1.39,15.74
Erval Seco,Kristen Hastings,Brasil,Corporate,1/18/2016,Small Box,Average,Office Supplies,Envelopes,"Peel & SeelÂ® Recycled Catalog Envelopes, Brown",Sul,8220,1/19/2009 0:00,Normal Air,Rio Grande do Sul,38801,0.02,0.35,1.46,12,141.9,5.72,11.58
Erval Seco,Kristen Hastings,Brasil,Corporate,1/18/2016,Small Box,Average,Office Supplies,Paper,Xerox 1891,Sul,8221,1/18/2009 0:00,Normal Air,Rio Grande do Sul,38801,0.06,0.38,573.8,29,1379.1,5.81,48.91
Erval Seco,Kristen Hastings,Brasil,Corporate,1/18/2016,Small Box,Average,Office Supplies,Storage and Organization,"Tenex File Box, Personal Filing Tote with Lid, Black",Sul,8222,1/19/2009 0:00,Normal Air,Rio Grande do Sul,38801,0.02,0.59,-210.09,17,278.76,17.78,15.51
Brasilia,Kristen Hastings,Brasil,Corporate,1/18/2016,Jumbo Drum,Average,Furniture,Chairs,Global Leather Executive Chair,Sudeste,8223,1/20/2009 0:00,Road Transport,SÃ£o Paulo,19090,0.05,0.55,2372.08,25,8875.17,39,350.99
Brasilia,Kristen Hastings,Brasil,Corporate,1/18/2016,Small Box,Average,Technology,Office machines,"AT&T Black Trimline Phone, Model 210",Sudeste,8224,1/20/2009 0:00,Fast Air,SÃ£o Paulo,19090,0.04,0.49,-67.3815,20,331.21,9.4,15.99
Sao Luís,Arthur Gainer,Brasil,Consumer,1/19/2016,Wrap Bag,Low,Office Supplies,Pens and art supplies,Newell 340,Nordeste,11,1/19/2009 0:00,Normal Air,MaranhÃ£o,87505,0.09,0.56,7.57,41,108.15,0.7,2.88
SÃ£o Paulo,Stuart Calhoun,Brasil,Consumer,1/19/2016,Small Box,Critical,Office Supplies,Home appliances,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Sudeste,2357,1/21/2009 0:00,Normal Air,SÃ£o Paulo,45011,0.09,0.55,1081.62,18,3568.45,0.99,207.48
Belo Horizonte,Chris Cortes,Brasil,Consumer,1/19/2016,Small Box,Critical,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,Sudeste,2874,1/21/2009 0:00,Normal Air,Minas Gerais,1540,0.1,0.37,-19.52,5,98.66,9.03,18.97
Rio de Janeiro,Chris Cortes,Brasil,Consumer,1/19/2016,Jumbo Box,Critical,Technology,Office machines,Hewlett-Packard 2600DN Business Color Inkjet Printer,Sudeste,2875,1/20/2009 0:00,Road Transport,Rio de Janeiro,5403,0,0.39,-101.6595,18,2215.96,56.14,119.99
MaringÃ¡,Tanja Norvell,Brasil,Corporate,1/20/2016,Small Box,Critical,Office Supplies,Home appliances,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Sul,5392,1/21/2009 0:00,Normal Air,ParanÃ¡,32771,0.02,0.57,684.9,36,2167.05,3.5,60.22
Goianésia,Cynthia Arntzen,Brasil,Small Business,1/20/2016,Jumbo Box,High,Furniture,Estantes,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Centro-Oeste,6237,1/23/2009 0:00,Road Transport,GoiÃ¡s,75002,0.02,0.65,-229.79,27,3970.33,53.48,140.98
SÃ£o Paulo,Arthur Prichep,Brasil,Small Business,1/21/2016,Jumbo Box,High,Furniture,Tables,Hon iLevelâ„¢ Computer Training Table,Sudeste,4370,1/23/2009 0:00,Road Transport,SÃ£o Paulo,44106,0.05,0.65,-1756.4404,37,1251.18,45.51,31.76
Natal,Larry Tron,Brasil,Home Office,1/21/2016,Jumbo Drum,Not Specified,Furniture,Chairs,Hon 4700 Series Mobuisâ„¢ Mid-Back Task Chairs with Adjustable Arms,Nordeste,4600,1/22/2009 0:00,Road Transport,Rio Grande do Norte,84117,0.04,0.64,1161.75,33,11336.37,58.92,355.98
Natal,Larry Tron,Brasil,Home Office,1/21/2016,Small Box,Not Specified,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Nordeste,4601,1/22/2009 0:00,Normal Air,Rio Grande do Norte,84117,0.09,0.37,8.79,19,354.13,8.68,19.98
Natal,Larry Tron,Brasil,Home Office,1/21/2016,Small Box,Not Specified,Office Supplies,Paper,Southworth 25% Cotton Premium Laser Paper and Envelopes,Nordeste,4602,1/23/2009 0:00,Normal Air,Rio Grande do Norte,84117,0.07,0.37,69.08,40,751.94,8.68,19.98
Feira de Santana,Roy Phan,Brasil,Corporate,1/21/2016,Small Box,Average,Office Supplies,Covers and Acessories,XtraLifeÂ® ClearVueâ„¢ Slant-DÂ® Ring Binders by Cardinal,Nordeste,5042,1/22/2009 0:00,Normal Air,Bahia,98198,0.08,0.35,-10.3845,41,312.26,4.71,7.84
Feira de Santana,Roy Phan,Brasil,Corporate,1/21/2016,Large Box,Average,Furniture,Office Furniture,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Nordeste,5043,1/22/2009 0:00,Normal Air,Bahia,98198,0.03,0.61,813.33,40,4152.55,24.49,105.34
SÃ£o Paulo,Aaron Smayling,Brasil,Small Business,1/21/2016,Small Box,Low,Office Supplies,Hang tags,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Sudeste,5287,1/23/2009 0:00,Normal Air,SÃ£o Paulo,11787,0.07,0.39,-140.54,33,139.98,6.89,4.13
SÃ£o Paulo,Rob Haberlin,Brasil,Corporate,1/21/2016,Jumbo Drum,Average,Office Supplies,Home appliances,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Sudeste,5349,1/22/2009 0:00,Road Transport,SÃ£o Paulo,15122,0.04,0.59,834.96,16,4407.03,23.19,279.81
SÃ£o Paulo,Rob Haberlin,Brasil,Corporate,1/21/2016,Small Box,Average,Office Supplies,Hang tags,Avery 508,Sudeste,5350,1/22/2009 0:00,Normal Air,SÃ£o Paulo,15122,0.02,0.36,81.77,36,173.22,0.5,4.91
CuiabÃ¡,Rob Haberlin,Brasil,Corporate,1/21/2016,Small Box,Average,Office Supplies,Covers and Acessories,"Premier Elliptical Ring Binder, Black",Centro-Oeste,5351,1/23/2009 0:00,Normal Air,Mato Grosso,51106,0.02,0.37,709.325,46,1482.01,1.49,30.44
RibeirÃ£o Pires,Harold Ryan,Brasil,Home Office,1/21/2016,Small Box,Critical,Office Supplies,Covers and Acessories,XtraLifeÂ® ClearVueâ„¢ Slant-DÂ® Ring Binders by Cardinal,Sudeste,6936,1/23/2009 0:00,Normal Air,SÃ£o Paulo,44691,0.04,0.35,-8.4985,12,97.74,4.71,7.84
RibeirÃ£o Pires,Harold Ryan,Brasil,Home Office,1/21/2016,Small Pack,Critical,Technology,Peripherals,"Memorex Slim 80 Minute CD-R, 10/Pack",Sudeste,6937,1/22/2009 0:00,Fast Air,SÃ£o Paulo,44691,0.04,0.43,85.83,34,335.59,1.99,9.78
MaringÃ¡,Thea Hudgings,Brasil,Consumer,1/21/2016,Wrap Bag,Low,Office Supplies,Pens and art supplies,4009Â® Highlighters by Sanford,Sul,7378,1/25/2009 0:00,Normal Air,ParanÃ¡,33458,0.05,0.52,40.04,36,147.71,0.7,3.98
JoÃ£o Pessoa,Andrew Allen,Brasil,Corporate,1/21/2016,Wrap Bag,Low,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Nordeste,8219,1/28/2009 0:00,Normal Air,Paraíba,80817,0.1,0.4,-6.88,4,33.44,2.87,8.01
Porto Alegre,Amy Hunt,Brasil,Home Office,1/22/2016,Small Box,Critical,Technology,Peripherals,PC Concepts 116 Key Quantum 3000 Keyboard,Sul,1058,1/23/2009 0:00,Normal Air,Rio Grande do Sul,37664,0.09,0.75,-125.96,6,187.37,5.5,32.98
AnÃ¡polis,Sally Matthias,Brasil,Home Office,1/22/2016,Jumbo Box,Low,Furniture,Estantes,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Centro-Oeste,1909,1/26/2009 0:00,Road Transport,GoiÃ¡s,56001,0.02,0.62,7513.88,32,28180.08,44.55,880.98
SÃ£o Paulo,Guy Phonely,Brasil,Corporate,1/22/2016,Large Box,Critical,Office Supplies,Storage and Organization,"Carina 42""Hx23 3/4""W Media Storage Unit",Sudeste,3955,1/24/2009 0:00,Normal Air,SÃ£o Paulo,44035,0.01,0.83,-330.14,13,1160.59,35,80.98
AnÃ¡polis,Khloe Miller,Brasil,Corporate,1/22/2016,Small Box,Critical,Furniture,Office Furniture,"Career Cubicle Clock, 8 1/4"", Black",Centro-Oeste,3956,1/22/2009 0:00,Normal Air,GoiÃ¡s,48601,0,0.47,-49.81,9,206.04,14.39,20.28
AnÃ¡polis,Nathan Mautz,Brasil,Home Office,1/22/2016,Small Box,High,Office Supplies,Covers and Acessories,"GBC Twin Loopâ„¢ Wire Binding Elements, 9/16"" Spine, Black",Centro-Oeste,7535,1/22/2009 0:00,Normal Air,GoiÃ¡s,55014,0.02,0.36,-17.4455,36,562.8,9.73,15.22
MaringÃ¡,Nathan Mautz,Brasil,Home Office,1/22/2016,Small Box,High,Technology,Peripherals,Motorola SB4200 Cable Modem,Sul,7536,1/23/2009 0:00,Normal Air,ParanÃ¡,36608,0.07,0.48,812.38,27,4584.73,19.99,179.99
MaringÃ¡,Nathan Mautz,Brasil,Home Office,1/22/2016,Medium Box,High,Furniture,Office Furniture,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Sul,7537,1/23/2009 0:00,Fast Air,ParanÃ¡,36608,0.02,0.67,-237.6,44,4039.72,39.61,92.23
MaringÃ¡,Nathan Mautz,Brasil,Home Office,1/22/2016,Small Box,High,Technology,Telephones and Communication,8890,Sul,7538,1/23/2009 0:00,Fast Air,ParanÃ¡,36608,0.03,0.58,553.356,25,2570.944,5.92,115.99
MaringÃ¡,Russell Applegate,Brasil,Small Business,1/22/2016,Small Box,Average,Office Supplies,Hang tags,Avery 498,Sul,7724,1/24/2009 0:00,Normal Air,ParanÃ¡,33012,0.07,0.38,50.74,49,134.83,0.5,2.89
MaringÃ¡,Russell Applegate,Brasil,Small Business,1/22/2016,Jumbo Box,Average,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Sul,7725,1/23/2009 0:00,Road Transport,ParanÃ¡,33012,0,0.68,1517.12,39,8865.1,29.1,217.85
Brasilia,Jocasta Rupert,Brasil,Consumer,1/23/2016,Small Pack,Not Specified,Office Supplies,"Scissors, rulers and trimmers","Acme Design Line 8"" Stainless Steel Bent Scissors w/Champagne Handles, 3-1/8"" Cut",Norte,1481,1/24/2009 0:00,Normal Air,ParÃ¡,60110,0,0.58,-99.34,18,136.41,8.37,6.84
Porto Alegre,Jocasta Rupert,Brasil,Consumer,1/23/2016,Small Box,Not Specified,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Sul,1482,1/25/2009 0:00,Normal Air,Rio Grande do Sul,20190,0.07,0.4,488.31,42,1312.65,5.76,30.98
Feira de Santana,Victoria Brennan,Brasil,Small Business,1/23/2016,Small Box,Average,Technology,Peripherals,Keytronic 105-Key Spanish Keyboard,Nordeste,3485,1/25/2009 0:00,Normal Air,Bahia,98444,0.01,0.67,-23.44,18,1383.2,12.14,73.98
JoÃ£o Pessoa,Cynthia Delaney,Brasil,Corporate,1/24/2016,Medium Box,High,Office Supplies,Home appliances,Holmes Odor Grabber,Nordeste,2664,1/24/2009 0:00,Normal Air,Paraíba,80033,0.01,0.52,-11.15,24,359.65,6.75,14.42
Brasilia,Filia McAdams,Brasil,Small Business,1/24/2016,Large Box,Low,Furniture,Chairs,Safco Contoured Stacking Chairs,Centro-Oeste,4125,1/26/2009 0:00,Normal Air,Mato Grosso do Sul,47591,0.1,,1151.69,30,6654.39,24.49,238.4
Brasilia,Filia McAdams,Brasil,Small Business,1/24/2016,Large Box,Low,Technology,Copiadoras e fax,Canon PC-428 Personal Copier,Centro-Oeste,4126,1/26/2009 0:00,Fast Air,Mato Grosso do Sul,47591,0.03,0.46,983.55,21,4429.69,24.49,199.99
SÃ£o Paulo,Debra Catini,Brasil,Small Business,1/24/2016,Small Box,Low,Office Supplies,Home appliances,Fellowes Command Center 5-outlet power strip,Sudeste,4639,1/29/2009 0:00,Normal Air,SÃ£o Paulo,7002,0.08,0.58,-19.06,5,318.31,0.99,67.84
Novo Gama,Michael Dominguez,Brasil,Home Office,1/24/2016,Medium Box,Average,Office Supplies,Home appliances,Harmony HEPA Quiet Air Purifiers,Centro-Oeste,8148,1/26/2009 0:00,Normal Air,GoiÃ¡s,53132,0.01,0.5,-23.35,23,294.68,6.96,11.7
Recife,Giulietta Dortch,Brasil,Corporate,1/25/2016,Small Pack,Critical,Furniture,Office Furniture,"Eldon Regeneration Recycled Desk Accessories, Smoke",Nordeste,970,1/26/2009 0:00,Normal Air,Pernambuco,94025,0.06,0.53,-8.93,4,11.08,4.08,1.74
Porto Alegre,Laurel Beltran,Brasil,Consumer,1/25/2016,Small Box,Not Specified,Technology,Telephones and Communication,5170i,Sul,1797,1/28/2009 0:00,Normal Air,Rio Grande do Sul,29915,0.1,0.57,-42.999,15,1532.482,8.99,125.99
